181.954	17.41
182.172	17.41
182.39	17.41
182.608	2500
182.826	337.36
183.043	54.04
183.261	-1.36
183.479	100
183.697	-888.24
183.914	-84.62
184.132	112.83
184.35	417.49
184.567	103.38
184.785	163.72
185.003	44.47
185.22	151.5
185.438	100
185.656	-86.93
185.873	210.77
186.091	3.05
186.309	431.03
186.526	224.89
186.744	-4.35
186.961	-31.21
187.179	43.13
187.396	38.05
187.614	-66.15
187.831	-9020
188.049	-216.56
188.266	73.59
188.484	-598.51
188.701	274.76
188.919	76.35
189.136	97.01
189.354	-219.69
189.571	-207.11
189.789	129.27
190.006	55.41
190.223	-211.35
190.441	125.92
190.658	-928.57
190.876	93.49
191.093	-18.68
191.31	4.34
191.528	49.41
191.745	8.62
191.962	111.01
192.179	56.72
192.397	-89.47
192.614	-58.75
192.831	72.67
193.049	3.01
193.266	484.47
193.483	68.09
193.7	210.77
193.917	104.39
194.135	220.86
194.352	-48.26
194.569	55.6
194.786	115.55
195.003	32.55
195.221	4
195.438	78.8
195.655	-8.54
195.872	165.08
196.089	76.88
196.306	-21.26
196.523	-31.66
196.74	129.39
196.957	35.1
197.174	8.63
197.391	205.68
197.608	47.31
197.825	332.26
198.042	75.28
198.259	-975.86
198.476	67.17
198.693	4660
198.91	27.9
199.127	-114.93
199.344	129.15
199.561	335.84
199.778	65.14
199.995	-222.39
200.212	-272.41
200.429	100
200.646	-21.52
200.862	396.63
201.079	55.21
201.296	346.36
201.513	531.07
201.73	-90.41
201.947	123.82
202.163	-51.5
202.38	224.86
202.597	170.59
202.814	-30.17
203.03	-12620
203.247	106.03
203.464	-69.79
203.681	442.86
203.897	134.83
204.114	-239.62
204.331	95.97
204.547	-793.02
204.764	200.91
204.981	-111.76
205.197	161.28
205.414	305.35
205.63	-355.17
205.847	280.9
206.064	-270.91
206.28	83.65
206.497	25.56
206.713	140.88
206.93	-19.74
207.146	92.79
207.363	-361.54
207.579	-229.67
207.796	-207.96
208.012	53.97
208.229	28.36
208.445	-1.36
208.662	67.73
208.878	123.33
209.095	-1170.59
209.311	-44.66
209.528	6442.86
209.744	58.3
209.96	52.32
210.177	-319.42
210.393	30.79
210.609	3940
210.826	151.53
211.042	37.39
211.258	332.84
211.475	-169.52
211.691	-33.65
211.907	-21.52
212.124	-57.6
212.34	285.14
212.556	122.48
212.772	-704.4
212.989	-98.68
213.205	73.43
213.421	-117.09
213.637	1049.25
213.853	151.36
214.069	1931.58
214.286	-18.95
214.502	-61.19
214.718	-31.66
214.934	157.79
215.15	135.41
215.366	-11.05
215.582	222.97
215.798	87.89
216.015	102.24
216.231	-62.16
216.447	44.43
216.663	13.65
216.879	112.06
217.095	228.86
217.311	-669.81
217.527	38.53
217.743	193.2
217.959	281.13
218.175	-3.25
218.391	289.93
218.606	-167.43
218.822	-98.26
219.038	183.42
219.254	165.68
219.47	100
219.686	221.35
219.902	44.01
220.118	37.9
220.334	35.74
220.549	38.53
220.765	21.55
220.981	-21.69
221.197	-3.24
221.413	-295.6
221.628	267.09
221.844	1481.13
222.06	437.86
222.276	19.73
222.491	20.14
222.707	37.05
222.923	-351.01
223.139	38.95
223.354	-51.86
223.57	81.1
223.786	17.29
224.001	-108.49
224.217	89.5
224.432	2.89
224.648	271.06
224.864	50.84
225.079	-526.87
225.295	25.56
225.51	268.65
225.726	58.83
225.942	137.62
226.157	56.95
226.373	-231.91
226.588	79.79
226.804	-2489.47
227.019	100
227.235	-17.11
227.45	65.34
227.665	2740
227.881	-277.95
228.096	465.22
228.312	-150.12
228.527	159.14
228.743	45.14
228.958	-1.46
229.173	26.96
229.389	57.85
229.604	42.37
229.819	-164.85
230.035	-82.33
230.25	110.5
230.465	176.6
230.681	-122.8
230.896	-14.39
231.111	205.93
231.327	100
231.542	5860
231.757	256.13
231.972	197.53
232.187	181.7
232.403	-2994.74
232.618	22.71
232.833	58.51
233.048	340
233.263	24.28
233.478	-14.78
233.694	574.42
233.909	-209.68
234.124	59.29
234.339	55.38
234.554	679.31
234.769	-165.16
234.984	40.81
235.199	107.75
235.414	121.24
235.629	39.24
235.844	78.53
236.059	35.98
236.274	183.38
236.489	107.52
236.704	117.25
236.919	107
237.134	83.91
237.349	135.19
237.564	42.55
237.779	5.01
237.994	110.21
238.209	177.97
238.424	70.55
238.639	45.88
238.853	23.05
239.068	92.75
239.283	129
239.498	261.48
239.713	100
239.928	33.79
240.142	-141.15
240.357	57.49
240.572	-35.21
240.787	155.59
241.001	207.23
241.216	49.14
241.431	91.46
241.646	94.6
241.86	35.43
242.075	-206.98
242.29	-20.21
242.504	23.06
242.719	25.47
242.934	-3.94
243.148	23.46
243.363	59
243.577	-479.78
243.792	177.73
244.007	50.53
244.221	458.44
244.436	243.28
244.65	261.96
244.865	105.69
245.079	-142.15
245.294	-469.78
