181.954	-68.42
182.172	-68.42
182.39	-68.42
182.608	-2140
182.826	117.58
183.043	-82.13
183.261	110.9
183.479	141.06
183.697	2547.06
183.914	-78.14
184.132	25.13
184.35	204.04
184.567	148.45
184.785	11.5
185.003	52.7
185.22	-66.52
185.438	14.01
185.656	-0.5
185.873	352.31
186.091	69.66
186.309	748.28
186.526	195.93
186.744	38.67
186.961	38.04
187.179	141.71
187.396	50.29
187.614	1.54
187.831	6980
188.049	279.14
188.266	59.28
188.484	-198.51
188.701	-175.73
188.919	57.83
189.136	-2.74
189.354	-14.29
189.571	-102.84
189.789	116.85
190.006	11.47
190.223	52.43
190.441	70.01
190.658	-1557.14
190.876	52.24
191.093	302.2
191.31	6.57
191.528	67.21
191.745	-89.18
191.962	57.43
192.179	35.74
192.397	-92.71
192.614	107.78
192.831	7.97
193.049	-32.49
193.266	-175.73
193.483	-6.94
193.7	296.92
193.917	111.7
194.135	370.5
194.352	-102.32
194.569	58.33
194.786	139.74
195.003	36.3
195.221	10.71
195.438	-17.31
195.655	114.07
195.872	-130.51
196.089	29.25
196.306	62.95
196.523	86.21
196.74	83.67
196.957	38.78
197.174	189.34
197.391	98.43
197.608	58.57
197.825	-893.55
198.042	81.62
198.259	3.45
198.476	14.89
198.693	10340
198.91	93.13
199.127	-520.9
199.344	38.46
199.561	139.31
199.778	42.79
199.995	-431.34
200.212	624.14
200.429	-17.54
200.646	697.47
200.862	230.34
201.079	61.43
201.296	333.11
201.513	185.44
201.73	-0.37
201.947	50.37
202.163	47.9
202.38	111.56
202.597	224.06
202.814	-16.61
203.03	7700
203.247	132.16
203.464	-7.07
203.681	-170.13
203.897	120.05
204.114	364.15
204.331	94.62
204.547	-1062.79
204.764	59.05
204.981	-417.65
205.197	275.32
205.414	159.89
205.63	-37.93
205.847	258.79
206.064	-285.45
206.28	137.06
206.497	35.48
206.713	43.09
206.93	-75.27
207.146	21.44
207.363	56.92
207.579	-436.26
207.796	-264.6
208.012	-32.6
208.229	679.1
208.445	-19.89
208.662	1.85
208.878	56.8
209.095	1770.59
209.311	-4.25
209.528	2042.86
209.744	-0.39
209.96	70.86
210.177	290.29
210.393	46.79
210.609	4820
210.826	-111.04
211.042	20
211.258	249.25
211.475	-116.04
211.691	-25.99
211.907	120.25
212.124	130.77
212.34	280.57
212.556	98.13
212.772	-291.21
212.989	47.02
213.205	43.91
213.421	-133.17
213.637	625.37
213.853	103.11
214.069	1952.63
214.286	129.15
214.502	141.79
214.718	-109.4
214.934	156.66
215.15	43.61
215.366	123.65
215.582	80.21
215.798	119.78
216.015	91.78
216.231	-25.41
216.447	106.51
216.663	38.46
216.879	-66.83
217.095	274.5
217.311	-722.64
217.527	216.7
217.743	-210.68
217.959	862.26
218.175	-30.02
218.391	154.68
218.606	-103.43
218.822	103.48
219.038	159.89
219.254	174.11
219.47	32.51
219.686	378.65
219.902	40.9
220.118	-6.85
220.334	52.97
220.549	51
220.765	6.05
220.981	-108.45
221.197	57.54
221.413	-330.77
221.628	424.05
221.844	409.43
222.06	208.74
222.276	-31.05
222.491	77.58
222.707	12.13
222.923	73.15
223.139	-47.54
223.354	-30.02
223.57	-133.07
223.786	45.71
224.001	-5.02
224.217	-63.27
224.432	97.69
224.648	155.29
224.864	22.89
225.079	446.27
225.295	-24.07
225.51	435.14
225.726	-72.21
225.942	168.97
226.157	24.2
226.373	45.53
226.588	25.05
226.804	-5689.47
227.019	-217.59
227.235	35.71
227.45	59.28
227.665	2660
227.881	-312.6
228.096	-251.3
228.312	-41.94
228.527	114.63
228.743	-82.86
228.958	10.2
229.173	-825.22
229.389	84.07
229.604	34.82
229.819	52.04
230.035	-72.44
230.25	-147.23
230.465	-148.51
230.681	-180.13
230.896	-71.96
231.111	32.85
231.327	28.45
231.542	2660
231.757	89.59
231.972	3.89
232.187	4.68
232.403	-2278.95
232.618	40.34
232.833	79.62
233.048	-45.45
233.263	-18.55
233.478	-157.39
233.694	-393.02
233.909	693.55
234.124	40.55
234.339	20.94
234.554	417.24
234.769	-33.71
234.984	-323.32
235.199	38.61
235.414	-317.7
235.629	-229.11
235.844	-28.09
236.059	115.89
236.274	72.21
236.489	-98.12
236.704	68.79
236.919	24.2
237.134	57.54
237.349	176.25
237.564	35.15
237.779	110.55
237.994	-97.45
238.209	142.47
238.424	36.2
238.639	31.57
238.853	20
239.068	159.21
239.283	17.82
239.498	113.72
239.713	98.27
239.928	1.08
240.142	-51.2
240.357	19.35
240.572	-34.08
240.787	169.75
241.001	-10.64
241.216	9.59
241.431	145.55
241.646	25.04
241.86	53.36
242.075	416.28
242.29	6.26
242.504	-84.46
242.719	388.2
242.934	-85.83
243.148	-30.3
243.363	-46.7
243.577	284.27
243.792	38.46
244.007	20
244.221	-341.56
244.436	-700
244.65	257.06
244.865	318.01
245.079	-91.93
245.294	-35.25
245.508	117.82
245.723	97.75
245.937	-409.89
246.152	12.11
246.366	100.69
246.581	40.61
246.795	-0.61
247.01	-120.58
247.224	37.61
247.438	-151.99
247.653	17.23
247.867	151.83
248.081	49.08
248.296	148.78
248.51	43.16
248.724	44.43
248.939	-73.13
249.153	49.39
249.367	90.95
249.582	146.87
249.796	-325.97
250.01	78.81
250.224	-25.36
250.439	-10.42
250.653	138.91
250.867	36.88
251.081	-51.66
251.295	-20.68
251.51	9.79
251.724	51.08
251.938	152.04
252.152	-393.43
252.366	104.84
252.58	-263.64
252.794	11.23
253.008	-103.97
253.223	15.74
253.437	7.21
253.651	-50.41
253.865	34.23
254.079	-2.49
254.293	71.94
254.507	-1.82
254.721	53.35
254.935	381.32
255.149	63.64
255.363	28.88
255.577	113.42
255.791	52.54
256.005	14.11
256.218	-23.54
256.432	-6.39
256.646	36.88
256.86	134.93
257.074	123.45
257.288	-3100
257.502	-462.64
257.716	28.07
257.929	126.59
258.143	-17.82
258.357	42.05
258.571	291.88
258.785	-95.53
258.998	-21.08
259.212	83.51
259.426	-215.7
259.64	113.95
259.853	-143.26
260.067	84.07
260.281	116.45
260.494	-89.88
260.708	690.1
260.922	14.58
261.135	119.35
261.349	1.85
261.563	69.16
261.776	5.88
261.99	134.33
262.203	39.48
262.417	-186.93
262.63	36.27
262.844	55.06
263.058	60.68
263.271	65.34
263.485	58.06
263.698	36.26
263.912	-148.51
264.125	-7.79
264.339	-95.28
264.552	141.09
264.765	-73.91
264.979	93.73
265.192	25.89
265.406	111.23
265.619	106.56
265.832	87.79
266.046	-22.62
266.259	117.63
266.473	-661.29
266.686	115.09
266.899	79.04
267.113	7460
267.326	-237.81
267.539	17.63
267.752	44.56
267.966	64.82
268.179	159.04
268.392	134.33
268.605	-19.69
268.819	81.8
269.032	107.58
269.245	389.23
269.458	207.75
269.671	-213.92
269.885	5.1
270.098	-11.5
270.311	-381.01
270.524	27.33
270.737	18.16
270.95	372.85
271.163	55.91
271.376	964.52
271.589	287.34
271.802	15.48
272.016	105.21
272.229	66.4
272.442	116.19
272.655	85.31
272.868	10.15
